model,n_spectra,aa_precision,aa_recall,aa_error_rate,peptide_precision,peptide_recall,pass_20ppm_count,pass_20ppm_rate,phospho_prediction_count
official_instanovo_v1.2.0,78,0.7752918287937743,0.7760467380720545,0.14313534566699124,0.5897435897435898,0.5897435897435898,66,0.8461538461538461,0
pxd059455_finetuned,78,0.8075801749271136,0.8091528724440117,0.11684518013631938,0.6282051282051282,0.6282051282051282,67,0.8589743589743589,0
